Ad report
"April 16, 2026 - May 15, 2026"
Ad status,Final URL,Long headline 1,Long headline 2,Long headline 3,Long headline 4,Long headline 5,Headline 1,Headline 1 position,Headline 2,Headline 2 position,Headline 3,Headline 3 position,Headline 4,Headline 4 position,Headline 5,Headline 5 position,Headline 6,Headline 6 position,Headline 7,Headline 7 position,Headline 8,Headline 8 position,Headline 9,Headline 9 position,Headline 10,Headline 10 position,Headline 11,Headline 11 position,Headline 12,Headline 12 position,Headline 13,Headline 13 position,Headline 14,Headline 14 position,Headline 15,Headline 15 position,Description 1,Description 1 position,Description 2,Description 2 position,Description 3,Description 3 position,Description 4,Description 4 position,Description 5,Image ID,Square image ID,Portrait image ID,Logo ID,Business name,Display Network image ID,Call to action text,Video ID,Ad name,Path 1,Path 2,Mobile final URL,Tracking template,Final URL suffix,Custom parameter,Campaign,Ad group,Status,Status reasons,Ad type,Ad strength,Ad strength improvements,Currency code,Avg. CPM,Impr.,Interactions,Interaction rate,Avg. cost,Cost,Conv. (Platform Comparable),Cost / Conv. (Platform Comparable),Conv. value / Cost (Platform Comparable),Conv. rate,Conversions,Cost / conv.
Enabled,https://ldndecks.com/why-choose-us/, --, --, --, --, --,Potomac Falls Deck Builder, --,Deck Builders Near Me, --,Custom Decks Potomac Falls, --,Deck Builder Loudoun County, --,Custom Decks $30K–$80K, --,Licensed Deck Contractor VA, --,Composite Deck Potomac Falls, --,Full Projects Only, --,Deck Resurfacing Potomac Falls, --,Deck Replacement Experts, --,Potomac Falls Deck Company, --,Expert Deck Installation, --,Top Deck Builder in Virginia, --,Deck Contractor Near Me, --,Trex Deck Potomac Falls, --,Premium deck builder in Potomac Falls. Custom composite & Trex decks. $30K+ projects., --,Licensed Class A contractor. Serving Potomac Falls & Loudoun County. Full projects only., --,Custom composite & Trex decks in Potomac Falls. Trex & TimberTech specialists., --,Expert deck builders in Potomac Falls. Composite & Trex decks built to last 25+ years., --, --, --, --, --, --, --, --, --, --, --,deck-builder,potomac-falls,, --, --,,loudoun decks,Deck Builder - Potomac Falls,Not eligible,campaign paused,Responsive search ad,Excellent,,USD,418.14,43,1,2.33%,17.98,17.98,0.00,0,0.00,0.00%,0.00,0.00
Enabled,https://ldndecks.com/deck-repair-loudoun-county, --, --, --, --, --,Deck Repair Near Me, --,Deck Repair Loudoun County, --,Fix Your Deck Today, --,Licensed Deck Repair VA, --,Free Deck Repair Estimate, --,Rotted Board Replacement, --,Deck Restoration Experts, --,Deck Repair Companies Near Me, --,Deck Resurfacing Ashburn VA, --,Deck Rot Repair Specialists, --,Fast Deck Repair Scheduling, --,Deck Inspection & Free Quote, --,Local Deck Repair Contractor, --,Deck Rot Repair - Call Today, --,100+ Decks Repaired in Loudoun, --,Licensed deck repair in Loudoun County. Free estimates. Call Loudoun Decks today!, --,"Rotted boards? We fix & replace decks in Ashburn, Leesburg & Sterling. Call now!", --,"Wood & composite deck repair experts. Board replacement, resurfacing & full rebuilds.", --,Trusted deck repair contractor in Loudoun VA. No upselling. Get your free quote today!, --, --, --, --, --, --, --, --, --, --, --,deck-repair,loudoun,, --, --,,Deck Repair - Loudoun County,Deck Repair - Loudoun County,Not eligible,campaign paused,Responsive search ad,Excellent,,USD,871.97,826,71,8.60%,10.14,720.24,0.00,0,0.00,15.49%,11.00,65.48
Enabled,https://ldndecks.com/, --, --, --, --, --,At Prices That Fit Your Budget, --,Find Loudoun Decks Online, --,Loudoun County, --,Free Deck Consultation, --,Deck Builder Loudoun County VA, --,Composite decks, --,Your Local Deck Builder, --,Outdoor living spaces, --,Custom Decks & Repair, --,Loudoun Decks, --,Deck Builder in Virginia, --,Get Started Today, --,Licensed Deck Builder, --,Schedule A Free Consultation, --,Get A Free Estimate, --,Hand Crafted Decks. At Prices That Fit Your Budget. Deck Resurfacing. Gazebo and Pergola, --,Deck Repair and Porches in Loudoun County VA, --,Free Deck Estimates in Loudoun County VA, --,Custom deck builder in Loudoun County VA, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,loudoun decks,Deck Builder - Lovettsville,Not eligible,campaign paused,Responsive search ad,Good,Try including more keywords in your headlines;Try including more keywords in your descriptions,USD,411.35,37,2,5.41%,7.61,15.22,0.00,0,0.00,0.00%,0.00,0.00
Enabled,https://ldndecks.com/, --, --, --, --, --,Deck Builder Loudoun County VA, --,Composite decks, --,Deck Builder in Virginia, --,Licensed Deck Builder, --,Your Local Deck Builder, --,Find Loudoun Decks Online, --,Loudoun Decks Llc, --,Custom Decks & Repair, --,Loudoun County, --,At Prices That Fit Your Budget, --,Call For a Free Estimate, --,Outdoor living spaces, --,Get Started Today, --,Schedule A Free Consultation, --,Get A Free Estimate, --,"Deck Builder in Northern Virginia Serving Loudoun, Fairfax & Prince William Counties", --,Custom deck builder in Loudoun County VA, --,Deck Builder Loudoun County VA | Custom Decks & Repair, --,Your Local Deck Builder In Northern Virginia, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,Fairfax-Search-Search - Deck Leads - VA - May 2025,Composite Decking,Not eligible,campaign paused,Responsive search ad,Excellent,,USD,402.03,69,2,2.90%,13.87,27.74,0.00,0,0.00,50.00%,1.00,27.74
Enabled,https://ldndecks.com/why-choose-us/, --, --, --, --, --,Purcellville Deck Builder, --,Deck Builders Near Me, --,Custom Decks Purcellville VA, --,Deck Builder Loudoun County, --,Custom Decks $30K–$80K, --,Licensed Deck Contractor VA, --,Composite Deck Purcellville, --,5-Star Deck Builders VA, --,Deck Resurfacing Purcellville, --,Replace Your Old Deck Today, --,Full Projects Only, --,Expert Deck Installation, --,Top Deck Builder in Virginia, --,Deck Contractor Near Me, --,Trex Deck Purcellville VA, --,Premium deck builder in Purcellville. Custom composite & Trex decks. $30K+ projects., --,Licensed Class A contractor. Serving Purcellville & Loudoun County. Full projects only., --,Deck installation & replacement in Purcellville VA. Trex & composite. Built to last., --,"Purcellville deck contractor for resurfacing & custom builds. Licensed, insured. Call us!", --, --, --, --, --, --, --, --, --, --, --,deck-builder,purcellville,, --, --,,loudoun decks,Deck Builder - Purcellville,Not eligible,campaign paused,Responsive search ad,Excellent,,USD,0.00,10,0,0.00%,0,0.00,0.00,0,0,0.00%,0.00,0.00
Enabled,https://ldndecks.com/top-decks-build-near-you/deck-builder-in-leesburg/, --, --, --, --, --,Custom Deck Builder, --,Deck Builder in Leesburg VA, --,A Local Deck Builder, --,Trusted Deck Builders, --,Full Service Deck Builder, --,Composite Decks, --,Loudoun Decks Custom Decks, --,Custom Deck Solutions, --,Build your dream deck today, --,Get Free Deck Estimate, --,Contact Loudoun Decks today, --,Free Deck Consultation, --,Homeowners across Leesburg, --,Dependable Workmanship, --,Request A Free Estimate Today, --,Custom deck builder in Loudoun County VA, --,A Local Deck Builder Serving Leesburg Homeowners, --,Custom Wood And Composite Deck Building Services In Leesburg VA By Loudoun Decks, --,Custom Wood And Composite Deck Construction, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,loudoun decks,Deck Builder - Aldie,Not eligible,campaign paused,Responsive search ad,Good,Try including more keywords in your headlines;Try including more keywords in your descriptions,USD,92.56,39,1,2.56%,3.61,3.61,0.00,0,0.00,0.00%,0.00,0.00
Enabled,https://ldndecks.com/services/patios/, --, --, --, --, --,Deck & Patio Contractors, --,Deck & Porch Builders, --,Outdoor Living Experts, --,Screened Porch Builders, --,Free Patio Estimate, --,Custom Decks & Patios, --,Northern VA Deck & Patio, --,Call For a Free Estimate, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,"Custom decks, patios & porches in Loudoun & Fairfax. Licensed & insured. Free estimate.", --,Deck & patio contractor in Northern VA. Custom builds & outdoor living. Free quote., --,"Custom decks, composite decks, Trex, repairs & porches. 5-star rated", --,"Composite decks, deck repair, porches and outdoor living spaces", --, --, --, --, --, --, --, --, --, --, --,deck-patio,loudoun,, --, --,,Fairfax-Search-Search - Deck Leads - VA - May 2025,Deck + Patio / Outdoor Living,Not eligible,campaign paused,Responsive search ad,Excellent,,USD,111.45,577,10,1.73%,6.43,64.31,0.00,0,0.00,10.00%,1.00,64.31
Enabled,https://ldndecks.com/services/new-decks/, --, --, --, --, --,Composite Deck Builders, --,Trex Deck Installation, --,Durable Composite Decking, --,Decks Built to Last, --,Low-Maintenance Decks, --,Composite Decking Fairfax, --,Deck Installers Near You, --,Northern VA Deck Experts, --,Outdoor Living Solutions, --,Custom Decks $30K–$80K, --,Upgrade Your Old Deck, --,Weatherproof Your Deck, --,Full Projects Only, --,Loudoun’s Top Deck Team, --,Trex Deck Specialists, --,"Composite decks: stylish, durable & low-maintenance. Built for Virginia weather.", --,"Trex, TimberTech & more. Expert installers in Fairfax, Loudoun & beyond.", --,Say goodbye to rot & warping. Install a composite deck built to last., --,$30K+ composite deck projects. Licensed Class A contractor in Northern Virginia., --, --, --, --, --, --, --, --, --, --, --,deck-builders,fairfax,, --, --,,Fairfax-Search-Search - Deck Leads - VA - May 2025,Composite Decking,Not eligible,campaign paused,Responsive search ad,Excellent,,USD,0.00,62,0,0.00%,0,0.00,0.00,0,0,0.00%,0.00,0.00
Enabled,https://www.ldndecks.com/near-you/loudoun-county/ashburn, --, --, --, --, --,"Deck Builder in Ashburn, VA", --,Custom Decks in Ashburn, --,Ashburn Deck Contractor, --,Loudoun Decks - Ashburn, --,Custom Decks $30K–$80K, --,Licensed & Insured, --,20+ Years Experience, --,Composite & Wood Decks, --,Full Projects Only, --,Serving Loudoun County, --,Premium Deck Builder VA, --,Expert Deck Installation, --,Quality Deck Builders, --,Trex Deck Specialists, --,Beautiful Custom Decks, --,"Premium deck builder in Ashburn, VA. Custom composite & Trex decks. $30K+ projects.", --,Custom wood & composite decks in Ashburn. Trex & TimberTech. Full projects only., --,Licensed Class A contractor. Serving Loudoun County. Full projects only., --,Expert deck builders in Ashburn. Composite & Trex decks built to last 25+ years., --, --, --, --, --, --, --, --, --, --, --,deck-builder,ashburn,, --, --,,loudoun decks,Deck Builder - Ashburn,Not eligible,campaign paused,Responsive search ad,Excellent,,USD,0.00,6,0,0.00%,0,0.00,0.00,0,0,0.00%,0.00,0.00
Enabled,https://ldndecks.com/top-decks-build-near-you/deck-builder-in-leesburg/, --, --, --, --, --,Best Deck Builder Leesburg VA, --,A Local Deck Builder, --,Full Deck Installation, --,Get custom Trex and wood decks, --,Custom Trex Decks Leesburg VA, --,LDN Decks, --,Loudoun Decks, --,Contact LDN Decks today, --,5-Star Google Rated Contractor, --,Premier Leesburg Contractor, --,Call Us Anytime, --,Leesburg and Loudoun County, --,Building the Outdoor Space, --,Loudoun & Fairfax County, --, --, --,"Loudoun Decks: Custom Deck Builder in Leesburg, VA", --,Northern Virginia's #1 Rated Composite Deck Builder, --,"Top-rated deck builder in Loudoun County, VA", --,Deck Builder in Leesburg VA | LDN Decks, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,loudoun decks,Deck Builder - Potomac Falls,Not eligible,campaign paused,Responsive search ad,Average,Try including more keywords in your headlines;Try including more keywords in your descriptions,USD,0.00,3,0,0.00%,0,0.00,0.00,0,0,0.00%,0.00,0.00
Enabled,https://ldndecks.com/why-choose-us/, --, --, --, --, --,Arcola VA Deck Builder, --,Deck Builders Near Me, --,Custom Decks Arcola VA, --,Deck Builder Loudoun County, --,Custom Decks $30K–$80K, --,Licensed Deck Contractor VA, --,Composite Deck Builder Arcola, --,Full Projects Only, --,Deck Resurfacing Arcola VA, --,Deck Replacement Experts, --,Arcola Deck Company, --,Expert Deck Installation, --,Top Deck Builder in Virginia, --,Deck Contractor Near Me, --,Trex Deck Arcola VA, --,Premium deck builder in Arcola VA. Custom composite & Trex decks. $30K+ projects., --,Licensed Class A contractor. Serving Arcola & Loudoun County. Full projects only., --,"New deck construction, resurfacing & replacement. Serving Arcola VA. Call today!", --,Composite & Trex decks built to last. Arcola's trusted deck builder. Get a free quote!, --, --, --, --, --, --, --, --, --, --, --,deck-builder,arcola,, --, --,,loudoun decks,Deck Builder - Arcola,Not eligible,campaign paused,Responsive search ad,Excellent,,USD,0.00,43,0,0.00%,0,0.00,0.00,0,0,0.00%,0.00,0.00
Enabled,https://www.ldndecks.com/, --, --, --, --, --,Composite Deck Builder, --,Top-rated deck builder, --,Deck Builder in Loudoun County, --,Launch Deck Price Calculator, --,Custom Decks from $15k+, --,Affordable Composite Decks, --,Find Loudoun Decks Online, --,Bring Your Dream Deck, --,Explore Loudoun Decks, --,LDN Decks, --,Contact LDN Decks today, --,Instant Cost Calculator, --,Ldndecks, --,Screened Porches, --,TimberTech Certified, --,"Top-rated deck builder in Loudoun County, VA", --,Northern Virginia's #1 Rated Composite Deck Builder, --,Trex Deck Builder In Ashburn & Leesburg, --,"Custom composite & wood decks from $15k+. Serving Ashburn, Leesburg & Northern VA", --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,loudoun decks,Deck Builder - Hamilton,Not eligible,campaign paused,Responsive search ad,Good,Try including more keywords in your headlines;Try including more keywords in your descriptions,USD,645.00,20,1,5.00%,12.90,12.90,0.00,0,0.00,0.00%,0.00,0.00
Enabled,https://ldndecks.com/top-decks-build-near-you/deck-builder-in-sterling-va/, --, --, --, --, --,Deck Builder in Sterling VA, --,Custom Decks in Sterling, --,Sterling Deck Contractor, --,Loudoun Decks - Sterling, --,Custom Decks $30K–$80K, --,20+ Years Experience, --,Composite & Wood Decks, --,Premium Deck Builder VA, --,Trex Deck Specialists, --,Enhance Your Property, --,Full Projects Only, --,"Patios, Porches & Gazebos", --,Patios Beyond the Ordinary, --,"Your Dream Stairs, Built Right", --,Decks Beyond Compare, --,"Premium deck builder in Sterling, VA. Custom composite & Trex decks. $30K+ projects.", --,Custom wood & composite decks in Sterling. Trex & TimberTech. Full projects only., --,Licensed Class A contractor. Serving Loudoun County. Full projects only., --,Expert deck builders in Sterling. Composite & Trex decks built to last 25+ years., --, --, --, --, --, --, --, --, --, --, --,deck-builder,sterling,, --, --,,loudoun decks,Deck Builder - Sterling,Not eligible,campaign paused,Responsive search ad,Excellent,,USD,1415.14,26,1,3.85%,36.79,36.79,0.00,0,0.00,0.00%,0.00,0.00
Total: All but removed ads,, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --, --, --, --, --,, --, --, --,USD,174.97,"31,865","1,458",4.58%,3.82,5575.34,0.00,0,0.00,3.22%,47.00,118.62
Total: Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD,49.64,"153,765","71,454",46.47%,0.11,7633.40,0.00,0,0.00,0.09%,62.00,123.12
Total: Smart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD,13.28,"15,724",248,1.58%,0.84,208.79,0.00,0,0.00,0.81%,2.00,104.39
Total: Search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD,468.33,"11,776",602,5.11%,9.16,5515.08,0.00,0,0.00,7.81%,47.00,117.34
Total: Performance Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD,17.42,"106,176","69,748",65.69%,0.03,1849.27,0.00,0,0.00,0.02%,13.00,142.25
Total: Demand Gen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD,3.00,"20,089",856,4.26%,0.07,60.26,0.00,0,0.00,0.00%,0.00,0.00
