keyword,search_volume,kd,cpc,competition,intent,competitor_count,best_competitor_position,best_competitor_domain,best_competitor_url,all_competitors,our_position,our_url,opportunity_score,serp_features
deck safety inspection,50,0,,0.10000000149011612,informational,1,5,deckguru.com,https://deckguru.com/diy-deck-safety-inspection-2025/,deckguru.com #5,,,8.33,"ai_overview, organic, people_also_ask, local_pack, video, related_searches, images"
3 tier deck,50,12,,0.029999999329447746,transactional,1,5,deckscapesofva.com,https://deckscapesofva.com/blog/designing-multi-level-decks-northern-va,deckscapesofva.com #5,,,8.33,"images, ai_overview, video, people_also_ask, organic, related_searches"
3 tiered deck,50,0,,0.029999999329447746,transactional,1,5,deckscapesofva.com,https://deckscapesofva.com/blog/designing-multi-level-decks-northern-va,deckscapesofva.com #5,,,8.33,"images, organic, video, people_also_ask, related_searches"
best flooring for a pool house,50,0,1.1399999856948853,1,commercial,1,5,deckscapesofva.com,https://deckscapesofva.com/blog/virginia-pool-houses-done-right,deckscapesofva.com #5,,,8.33,"ai_overview, organic, people_also_ask, popular_products, related_searches, images"
build a multi level deck,50,0,7.960000038146973,0.11999999731779099,transactional,1,5,deckscapesofva.com,https://deckscapesofva.com/blog/designing-multi-level-decks-northern-va,deckscapesofva.com #5,,,8.33,"video, organic, perspectives, images, people_also_ask, related_searches"
build multi level deck,50,0,7.960000038146973,0.11999999731779099,transactional,1,5,deckscapesofva.com,https://deckscapesofva.com/blog/designing-multi-level-decks-northern-va,deckscapesofva.com #5,,,8.33,"video, images, organic, ai_overview, perspectives, discussions_and_forums, related_searches"
double deck plans,50,13,,0,informational,1,5,deckscapesofva.com,https://deckscapesofva.com/blog/designing-multi-level-decks-northern-va,deckscapesofva.com #5,,,8.33,"organic, images, people_also_ask, video, discussions_and_forums, related_searches"
deck builders in winchester va,50,0,3.75,0.5799999833106995,commercial,3,5,stoneridgeoutdoor.com,https://stoneridgeoutdoor.com/winchester/,stoneridgeoutdoor.com #5; decksva.com #19; steadfastinc.com #68,,,8.33,"local_pack, organic, related_searches"
deck and fence builders,50,16,13.369999885559082,0.3700000047683716,commercial,2,5,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/,fenceanddeckconnection.com #5; nvdeck.com #42,,,8.33,"local_pack, people_also_ask, organic, perspectives, discussions_and_forums, related_searches"
fence and deck construction,50,23,13.369999885559082,0.3700000047683716,commercial,1,5,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/,fenceanddeckconnection.com #5,,,8.33,"local_pack, people_also_ask, video, organic, discussions_and_forums, perspectives, related_searches, images"
fence battens,50,0,0.18000000715255737,0.5600000023841858,transactional,1,5,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/fencing-wood/board-and-batten/,fenceanddeckconnection.com #5,,,8.33,"popular_products, organic, images, people_also_ask, video, related_searches"
virginia fence laws,50,0,15.039999961853027,0.019999999552965164,informational,1,5,nvdeck.com,https://www.nvdeck.com/virginia-fence-law,nvdeck.com #5,,,8.33,"ai_overview, organic, people_also_ask, related_searches, images"
steadfast construction reviews,50,0,23.829999923706055,0.12999999523162842,informational,1,5,steadfastinc.com,https://www.steadfastinc.com/testimonials,steadfastinc.com #5,,,8.33,"local_pack, organic, related_searches"
outdoor living builder,50,18,6.25,0.28999999165534973,commercial,1,5,stoneridgeoutdoor.com,https://www.stoneridgeoutdoor.com/,stoneridgeoutdoor.com #5,,,8.33,"local_pack, organic, perspectives, images, related_searches"
cement deck footings,140,0,0.1599999964237213,0.7400000095367432,transactional,1,16,deckguru.com,https://deckguru.com/blog/best-types-of-deck-footings-for-your-home/,deckguru.com #16,,,8.24,"images, video, discussions_and_forums, popular_products, people_also_ask, organic, related_searches"
outdoor ceiling materials,140,0,0.8500000238418579,1,transactional,1,16,deckscapesofva.com,https://deckscapesofva.com/blog/comparing-porch-materials-pvc-composite-wood,deckscapesofva.com #16,,,8.24,"ai_overview, organic, people_also_ask, video, popular_products, perspectives, related_searches, images"
good deck size,140,0,17.68000030517578,0.07000000029802322,informational,1,16,sunburstdeck.com,https://sunburstdeck.com/what-is-a-good-size-deck/,sunburstdeck.com #16,,,8.24,"ai_overview, organic, people_also_ask, discussions_and_forums, images, related_searches"
deck paint cost calculator,320,19,,0,informational,1,38,hoppy2u.com,https://deckcalculator.hoppy2u.com/,hoppy2u.com #38,,,8.21,"ai_overview, organic, people_also_ask, related_searches"
turning deck into screened porch,320,0,4.019999980926514,0.8700000047683716,transactional,2,38,steadfastinc.com,https://www.steadfastinc.com/blog/looking-to-convert-your-deck-into-a-screened-in-porch,steadfastinc.com #38; velerodeckdesigns.com #83,,,8.21,"ai_overview, video, discussions_and_forums, organic, people_also_ask, images, related_searches"
standard fence height,720,0,0.25,0.05000000074505806,informational,1,87,nvdeck.com,https://www.nvdeck.com/virginia-fence-law,nvdeck.com #87,,,8.18,"ai_overview, organic, people_also_ask, video, short_videos, related_searches, images"
covered porch construction cost,90,0,3.3299999237060547,0.019999999552965164,informational,1,10,deckscapesofva.com,https://deckscapesofva.com/blog/porch-costs-northern-virginia,deckscapesofva.com #10,,,8.18,"ai_overview, organic, people_also_ask, related_searches, images"
flagstone and brick patio,90,0,2.259999990463257,0.6700000166893005,transactional,1,10,deckscapesofva.com,https://deckscapesofva.com/blog/pavers-or-flagstone-for-va-patios,deckscapesofva.com #10,,,8.18,"images, organic, people_also_ask, video, discussions_and_forums"
bathroom vanity contractors,90,0,2.1700000762939453,0.6200000047683716,commercial,1,10,fairfaxcontractor.com,https://fairfaxcontractor.com/bathroom-vanity-contractor-northern-virginia/,fairfaxcontractor.com #10,,,8.18,"local_pack, people_also_ask, organic, perspectives, discussions_and_forums, related_searches"
flagstone mortar mix,90,0,0.4000000059604645,0.9300000071525574,transactional,1,10,fairfaxcontractor.com,https://fairfaxcontractor.com/types-of-mortar/,fairfaxcontractor.com #10,,,8.18,"ai_overview, video, people_also_ask, discussions_and_forums, organic, images, related_searches"
iron railing repair,90,0,11.630000114440918,0.7799999713897705,commercial,1,10,fairfaxcontractor.com,https://fairfaxcontractor.com/fairfax-contractor-wrought-iron-railing-repair/,fairfaxcontractor.com #10,,,8.18,"local_pack, organic, video, people_also_ask, discussions_and_forums, perspectives, related_searches, images"
wood deck restoration,260,0,4.300000190734863,1,commercial,1,31,deckguru.com,https://deckguru.com/blog/how-to-restore-a-weathered-deck-a-complete-guide/,deckguru.com #31,,,8.12,"local_pack, video, people_also_ask, organic, discussions_and_forums, related_searches, images"
richmond decks,260,0,6.559999942779541,0.38999998569488525,navigational,1,31,stoneridgeoutdoor.com,https://stoneridgeoutdoor.com/richmond/deck-installation/,stoneridgeoutdoor.com #31,,,8.12,"local_pack, organic, video, perspectives, popular_products, related_searches"
contractors in traverse city mi,170,0,5.369999885559082,0.7599999904632568,commercial,1,20,commconstruct.com,https://commconstruct.com/traverse-city-mi,commconstruct.com #20,,,8.1,"local_pack, organic, people_also_ask, discussions_and_forums, related_searches"
old trex deck,170,0,1.3899999856948853,0.699999988079071,transactional,1,20,deckguru.com,https://deckguru.com/can-you-resurface-trex-decking/,deckguru.com #20,,,8.1,"ai_overview, video, people_also_ask, images, organic, related_searches"
patio or porch,170,0,,0.18000000715255737,informational,1,20,deckscapesofva.com,https://deckscapesofva.com/blog/patio-porch-deck-right-for-me,deckscapesofva.com #20,,,8.1,"ai_overview, organic, people_also_ask, video, related_searches, images"
struxure pergola near me,170,31,12.670000076293945,0.6299999952316284,transactional,1,20,deckscapesofva.com,https://deckscapesofva.com/services/struxure-pergolas-northern-va,deckscapesofva.com #20,,,8.1,"local_pack, organic, people_also_ask, related_searches"
beam installer,170,0,6.989999771118164,0.25999999046325684,commercial,1,20,fairfaxcontractor.com,https://fairfaxcontractor.com/i-beam-and-h-beam/,fairfaxcontractor.com #20,,,8.1,"images, organic, local_pack, video, people_also_ask, related_searches"
mortar mix for sandstone wall,170,0,0.3199999928474426,0.8500000238418579,transactional,1,20,fairfaxcontractor.com,https://fairfaxcontractor.com/types-of-mortar/,fairfaxcontractor.com #20,,,8.1,"ai_overview, organic, people_also_ask, video, popular_products, images, related_searches"
mortar mix for sandstone walling,170,0,0.3199999928474426,0.8500000238418579,transactional,1,20,fairfaxcontractor.com,https://fairfaxcontractor.com/types-of-mortar/,fairfaxcontractor.com #20,,,8.1,"ai_overview, video, organic, people_also_ask, perspectives, popular_products, related_searches"
what is mortar mix used for,170,0,,0.029999999329447746,informational,1,20,fairfaxcontractor.com,https://fairfaxcontractor.com/types-of-mortar/,fairfaxcontractor.com #20,,,8.1,"featured_snippet, people_also_ask, organic, video, short_videos, related_searches"
deck builder near me within 20 mi,170,8,10.890000343322754,0.7200000286102295,commercial,1,20,stoneridgeoutdoor.com,https://stoneridgeoutdoor.com/chesterfield/,stoneridgeoutdoor.com #20,,,8.1,"ai_overview, organic, people_also_ask, related_searches"
deck extension contractors,720,26,38.650001525878906,0.07000000029802322,commercial,2,88,steadfastinc.com,https://www.steadfastinc.com/decks,steadfastinc.com #88; decksva.com #94,,,8.09,"local_pack, people_also_ask, organic, related_searches"
custom patio builders,210,19,8.180000305175781,0.09000000357627869,commercial,1,25,battlefielddecks.com,https://battlefielddecks.com/services/patios/,battlefielddecks.com #25,,,8.08,"local_pack, organic, people_also_ask, related_searches"
power washing trex,210,0,,0.07000000029802322,transactional,1,25,battlefielddecks.com,https://battlefielddecks.com/how-to-clean-trex-decking/,battlefielddecks.com #25,,,8.08,"ai_overview, organic, people_also_ask, video, short_videos, perspectives, related_searches"
how much to build patio,210,11,5.369999885559082,0.699999988079071,informational,1,25,deckscapesofva.com,https://deckscapesofva.com/blog/patio-cost-northern-va,deckscapesofva.com #25,,,8.08,"ai_overview, organic, people_also_ask, discussions_and_forums, perspectives, related_searches"
basement egress window permit,210,0,,0,informational,1,25,fairfaxcontractor.com,https://fairfaxcontractor.com/egress-window-contractor/,fairfaxcontractor.com #25,,,8.08,"ai_overview, organic, people_also_ask, images, video, related_searches"
sunroom permit,210,0,3.069999933242798,0.009999999776482582,informational,1,25,fortress.builders,https://fortress.builders/blog/sunroom-permits-in-virginia/,fortress.builders #25,,,8.08,"ai_overview, organic, people_also_ask, images, related_searches"
custom patio installation,210,0,,0.03999999910593033,commercial,1,25,steadfastinc.com,https://www.steadfastinc.com/patios,steadfastinc.com #25,,,8.08,"ai_overview, video, local_pack, organic, people_also_ask, perspectives, related_searches, images"
deck patio builder,480,47,22.489999771118164,0.3799999952316284,commercial,1,59,coreoutdoor.com,https://www.coreoutdoor.com/,coreoutdoor.com #59,,,8.0,"local_pack, organic, people_also_ask, discussions_and_forums, related_searches, images"
power washing a trex deck,320,0,2.630000114440918,0.23999999463558197,commercial,1,39,battlefielddecks.com,https://battlefielddecks.com/how-to-clean-trex-decking/,battlefielddecks.com #39,,,8.0,"ai_overview, organic, people_also_ask, video, short_videos, related_searches"
deck barn,320,7,2.680000066757202,0.1599999964237213,transactional,2,39,deckbuildersinc.com,https://www.deckbuildersinc.com/,deckbuildersinc.com #39; stoneridgeoutdoor.com #40,,,8.0,"organic, local_pack, popular_products, people_also_ask, related_searches, images"
average cost to replace a deck,320,0,5.960000038146973,0.5799999833106995,informational,1,39,deckguru.com,https://deckguru.com/how-much-does-a-deck-replacement-cost/,deckguru.com #39,,,8.0,"ai_overview, organic, people_also_ask, related_searches"
deck skirting black,320,0,0.36000001430511475,0.9900000095367432,transactional,1,39,deckguru.com,https://deckguru.com/blog/deck-skirting-ideas-2025/,deckguru.com #39,,,8.0,"images, organic, people_also_ask, related_searches"
deck builders richmond va,320,6,8.569999694824219,0.8600000143051147,commercial,1,39,stoneridgeoutdoor.com,https://stoneridgeoutdoor.com/deck-builder-richmond-va/,stoneridgeoutdoor.com #39,,,8.0,"local_pack, organic, people_also_ask, related_searches"
porch accent wall,40,0,,0.8899999856948853,transactional,1,4,coreoutdoor.com,https://www.coreoutdoor.com/protips/2026/01/accent-walls-3-ways-to-add-form-and-function-to-your-screened-porch/,coreoutdoor.com #4,,,8.0,"images, organic, people_also_ask, video, perspectives, popular_products, related_searches"
deck repair woodbridge va,40,0,11.34000015258789,1,commercial,2,4,deckguru.com,https://deckguru.com/,deckguru.com #4; steadfastinc.com #12,,,8.0,"local_pack, people_also_ask, organic, related_searches"
pool/guest house ideas,40,0,0.3100000023841858,0.9599999785423279,informational,1,4,deckscapesofva.com,https://deckscapesofva.com/blog/year-round-pool-houses-northern-virginia,deckscapesofva.com #4,,,8.0,"images, organic, popular_products, discussions_and_forums, related_searches"
patio stone mortar,40,0,0.25,0.8500000238418579,transactional,1,4,fairfaxcontractor.com,https://fairfaxcontractor.com/types-of-mortar/,fairfaxcontractor.com #4,,,8.0,"ai_overview, video, people_also_ask, organic, discussions_and_forums, popular_products, images, perspectives, related_searches"
stone patio mortar,40,0,0.25,0.8500000238418579,transactional,1,4,fairfaxcontractor.com,https://fairfaxcontractor.com/types-of-mortar/,fairfaxcontractor.com #4,,,8.0,"ai_overview, video, people_also_ask, discussions_and_forums, organic, popular_products, perspectives, images, related_searches"
best deck builders maryland,40,22,,1,commercial,1,4,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/decking/,fenceanddeckconnection.com #4,,,8.0,"local_pack, organic, related_searches"
best privacy fence for windy areas,40,0,0.6600000262260437,1,informational,1,4,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/blog/2024/01/10/best-fencing-options-for-high-winds/,fenceanddeckconnection.com #4,,,8.0,"ai_overview, organic, people_also_ask, video, discussions_and_forums, popular_products, related_searches"
can you put fire pit on decking,40,0,0.5600000023841858,0.7799999713897705,informational,1,4,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/blog/2021/03/11/how-to-safely-use-a-fire-pit-on-your-wood-or-composite-deck/,fenceanddeckconnection.com #4,,,8.0,"ai_overview, organic, people_also_ask, video, discussions_and_forums, related_searches, images"
what to put under fire pit on deck,40,0,0.9399999976158142,0.9599999785423279,informational,1,4,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/blog/2021/03/11/how-to-safely-use-a-fire-pit-on-your-wood-or-composite-deck/,fenceanddeckconnection.com #4,,,8.0,"ai_overview, organic, people_also_ask, video, discussions_and_forums, images, related_searches"
timbertech cost per linear foot,40,0,1.0399999618530273,1,informational,1,4,sunburstdeck.com,https://sunburstdeck.com/guide-to-timbertech-decking-costs/,sunburstdeck.com #4,,,8.0,"organic, people_also_ask, popular_products, related_searches, images"
turning a deck into a screened in porch,260,0,8.25,0.7099999785423279,informational,2,32,steadfastinc.com,https://www.steadfastinc.com/blog/looking-to-convert-your-deck-into-a-screened-in-porch,steadfastinc.com #32; velerodeckdesigns.com #82,,,7.88,"ai_overview, video, people_also_ask, organic, images, related_searches"
fairfax deck details,110,0,5.150000095367432,0.28999999165534973,navigational,4,13,battlefielddecks.com,https://battlefielddecks.com/custom-backyard-decks-in-fairfax-county-va-guide-and-permit-information/,battlefielddecks.com #13; fairfaxcontractor.com #15; velerodeckdesigns.com #20; fortress.builders #27,,,7.86,"organic, images, related_searches"
modern deck skirting,110,0,0.36000001430511475,0.7900000214576721,transactional,1,13,deckguru.com,https://deckguru.com/blog/deck-skirting-ideas-2025/,deckguru.com #13,,,7.86,"images, organic, people_also_ask, video, related_searches"
deck upgrades,110,0,17.110000610351562,0.550000011920929,transactional,3,13,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/blog/2023/06/20/3-must-have-deck-upgrades-for-style-function-comfort/,fenceanddeckconnection.com #13; deckguru.com #28; steadfastinc.com #55,,,7.86,"ai_overview, organic, people_also_ask, video, related_searches, popular_products, images"
materials for building a porch,110,0,5.440000057220459,0.8999999761581421,informational,1,13,deckscapesofva.com,https://deckscapesofva.com/blog/comparing-porch-materials-pvc-composite-wood,deckscapesofva.com #13,,,7.86,"ai_overview, organic, people_also_ask, video, popular_products, related_searches"
mortar for outdoor stone,110,0,0.3700000047683716,1,transactional,1,13,fairfaxcontractor.com,https://fairfaxcontractor.com/types-of-mortar/,fairfaxcontractor.com #13,,,7.86,"ai_overview, video, people_also_ask, discussions_and_forums, popular_products, organic, perspectives, related_searches, images"
fence and deck direct,110,0,7.929999828338623,0.30000001192092896,navigational,1,13,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/fencing-baltimore-county/,fenceanddeckconnection.com #13,,,7.86,"organic, people_also_ask, related_searches, google_reviews, knowledge_graph, images"
sunburst patios,110,0,5.869999885559082,0.3499999940395355,informational,1,13,sunburstdeck.com,https://sunburstdeck.com/patio-design/,sunburstdeck.com #13,,,7.86,"organic, people_also_ask, related_searches, third_party_reviews, google_reviews, knowledge_graph, images, popular_products"
northern va roofing companies,390,25,26.049999237060547,0.3100000023841858,commercial,1,49,noverraexteriors.com,https://noverraexteriors.com/,noverraexteriors.com #49,,,7.8,"local_pack, organic, related_searches"
screened in porch under a deck,390,0,4.150000095367432,0.7099999785423279,commercial,1,49,velerodeckdesigns.com,https://velerodeckdesigns.com/gallery/screened-porch/,velerodeckdesigns.com #49,,,7.8,"organic, images, ai_overview, video, people_also_ask, related_searches"
deck quotes,320,9,21.3700008392334,0.6899999976158142,informational,2,40,hoppy2u.com,https://deckcalculator.hoppy2u.com/,hoppy2u.com #40; battlefielddecks.com #42,,,7.8,"organic, images, people_also_ask, video, related_searches, popular_products"
builders traverse city mi,320,9,2.8899998664855957,0.7099999785423279,informational,1,40,commconstruct.com,https://commconstruct.com/traverse-city-mi,commconstruct.com #40,,,7.8,"local_pack, organic, people_also_ask, related_searches"
royal outdoor living,210,0,4.449999809265137,0.14000000059604645,navigational,2,26,stoneridgeoutdoor.com,https://www.stoneridgeoutdoor.com/,stoneridgeoutdoor.com #26; coreoutdoor.com #27,,,7.78,"organic, people_also_ask, related_searches, knowledge_graph, google_reviews, third_party_reviews"
deck inspection near me,210,8,13.760000228881836,0.6299999952316284,navigational,1,26,deckguru.com,https://deckguru.com/deck-inspections/,deckguru.com #26,,,7.78,"local_pack, organic, people_also_ask, related_searches"
how much are patios,210,11,4.489999771118164,0.75,informational,1,26,deckscapesofva.com,https://deckscapesofva.com/blog/patio-cost-northern-va,deckscapesofva.com #26,,,7.78,"ai_overview, organic, people_also_ask, discussions_and_forums, video, related_searches"
what is a 4-season room,210,0,7.28000020980835,0.10000000149011612,informational,1,26,sunburstdeck.com,https://sunburstdeck.com/three-season-vs-four-season-sunrooms/,sunburstdeck.com #26,,,7.78,"ai_overview, organic, people_also_ask, discussions_and_forums, short_videos, related_searches"
deck repair and stain,140,0,9.069999694824219,0.8399999737739563,commercial,1,17,deckguru.com,https://deckguru.com/deck-staining/,deckguru.com #17,,,7.78,"local_pack, people_also_ask, organic, video, discussions_and_forums, related_searches, images"
how wide is composite decking,140,0,0.4699999988079071,0.9700000286102295,informational,1,17,deckguru.com,https://deckguru.com/blog/how-wide-are-deck-boards/,deckguru.com #17,,,7.78,"ai_overview, organic, people_also_ask, images, related_searches"
how long do cedar decks last,140,0,3.25,0.019999999552965164,informational,1,17,deckscapesofva.com,https://deckscapesofva.com/blog/how-long-does-a-deck-last,deckscapesofva.com #17,,,7.78,"featured_snippet, people_also_ask, video, organic, related_searches"
screened in deck contractors,140,0,,0.009999999776482582,commercial,2,17,deckscapesofva.com,https://deckscapesofva.com/services/screened-porches,deckscapesofva.com #17; northerndeckworks.com #52,,,7.78,"local_pack, people_also_ask, perspectives, organic, related_searches"
flagstone patio with mortar,140,0,0.12999999523162842,0.550000011920929,transactional,1,17,fairfaxcontractor.com,https://fairfaxcontractor.com/types-of-mortar/,fairfaxcontractor.com #17,,,7.78,"ai_overview, organic, video, people_also_ask, short_videos, related_searches, images"
four season sunroom addition cost,140,0,6.539999961853027,0.9399999976158142,informational,1,17,sunburstdeck.com,https://sunburstdeck.com/three-season-vs-four-season-sunrooms/,sunburstdeck.com #17,,,7.78,"ai_overview, organic, people_also_ask, discussions_and_forums, video, related_searches, images"
four-season sunroom addition cost,140,0,6.539999961853027,0.9399999976158142,informational,1,17,sunburstdeck.com,https://sunburstdeck.com/three-season-vs-four-season-sunrooms/,sunburstdeck.com #17,,,7.78,"ai_overview, organic, people_also_ask, discussions_and_forums, video, related_searches"
recommended deck size,140,0,17.68000030517578,0.07000000029802322,informational,1,17,sunburstdeck.com,https://sunburstdeck.com/what-is-a-good-size-deck/,sunburstdeck.com #17,,,7.78,"ai_overview, organic, people_also_ask, discussions_and_forums, images, video, related_searches"
covered deck builders near me,70,17,19.979999542236328,0.6700000166893005,commercial,1,8,battlefielddecks.com,https://battlefielddecks.com/,battlefielddecks.com #8,,,7.78,"local_pack, people_also_ask, organic, people_also_search, related_searches"
decking clear stain,70,0,0.3100000023841858,1,transactional,1,8,deckguru.com,https://deckguru.com/blog/different-types-of-deck-stains/,deckguru.com #8,,,7.78,"popular_products, people_also_ask, organic, video, images, related_searches"
how much cost deck build,70,16,6.829999923706055,0.5,informational,1,8,deckscapesofva.com,https://deckscapesofva.com/blog/deck-cost-northern-va,deckscapesofva.com #8,,,7.78,"ai_overview, organic, people_also_ask, video, related_searches"
brick paver mortar,70,0,0.12999999523162842,0.949999988079071,transactional,1,8,fairfaxcontractor.com,https://fairfaxcontractor.com/types-of-mortar/,fairfaxcontractor.com #8,,,7.78,"ai_overview, video, people_also_ask, organic, images, popular_products, related_searches"
general contractor fairfax va,70,19,6.130000114440918,0.8600000143051147,navigational,1,8,fairfaxcontractor.com,https://fairfaxcontractor.com/,fairfaxcontractor.com #8,,,7.78,"local_pack, organic, people_also_ask, people_also_search, related_searches"
home contractor fairfax va,70,19,6.130000114440918,0.8600000143051147,navigational,1,8,fairfaxcontractor.com,https://fairfaxcontractor.com/fairfax-county-home-improvement-contractor/,fairfaxcontractor.com #8,,,7.78,"local_pack, organic, related_searches"
baltimore fence installation,70,22,5.739999771118164,0.7200000286102295,commercial,1,8,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/,fenceanddeckconnection.com #8,,,7.78,"local_pack, organic, people_also_ask, related_searches"
fence installation baltimore md,70,22,5.739999771118164,0.7200000286102295,commercial,1,8,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/,fenceanddeckconnection.com #8,,,7.78,"local_pack, people_also_ask, organic, people_also_search, related_searches"
fiberon decking ipe,70,0,0.9100000262260437,1,transactional,1,8,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/blog/2024/07/15/stunning-fiberon-ipe-deck-in-elkridge-maryland-makeover-monday/,fenceanddeckconnection.com #8,,,7.78,"organic, popular_products, images, people_also_ask, related_searches"
semi-private vinyl fencing,70,0,3.0999999046325684,1,transactional,1,8,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/vinyl-fencing/semi-private/,fenceanddeckconnection.com #8,,,7.78,"popular_products, organic, video, related_searches"
wood horizontal fencing,70,0,3,1,informational,1,8,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/fencing-wood/horizontal-privacy/,fenceanddeckconnection.com #8,,,7.78,"images, organic, popular_products, people_also_search, video, people_also_ask, related_searches"
400 sq foot deck,70,18,2.5399999618530273,0.7900000214576721,transactional,1,8,sunburstdeck.com,https://sunburstdeck.com/what-is-a-good-size-deck/,sunburstdeck.com #8,,,7.78,"ai_overview, images, people_also_ask, video, organic, related_searches"
how much does a 4 seasons room cost,70,0,6.840000152587891,0.6600000262260437,informational,1,8,sunburstdeck.com,https://sunburstdeck.com/three-season-vs-four-season-sunrooms/,sunburstdeck.com #8,,,7.78,"ai_overview, organic, people_also_ask, discussions_and_forums, related_searches, images"
outdoor skirting,170,0,0.8399999737739563,1,transactional,1,21,deckguru.com,https://deckguru.com/deck-skirting-ideas-2025/,deckguru.com #21,,,7.73,"popular_products, organic, video, related_searches, images"
front porch materials,170,0,0.3700000047683716,1,transactional,1,21,deckscapesofva.com,https://deckscapesofva.com/blog/comparing-porch-materials-pvc-composite-wood,deckscapesofva.com #21,,,7.73,"ai_overview, popular_products, people_also_ask, perspectives, organic, video, related_searches, images"
ice melter safe for pavers,170,0,0.6200000047683716,0.9100000262260437,transactional,1,21,sunburstdeck.com,https://sunburstdeck.com/is-ice-melt-safe-for-my-patio-pavers/,sunburstdeck.com #21,,,7.73,"ai_overview, organic, people_also_ask, discussions_and_forums, video, popular_products, related_searches"
deck design service,260,21,13,0.11999999731779099,commercial,2,33,sunburstdeck.com,https://sunburstdeck.com/deck-design/,sunburstdeck.com #33; velerodeckdesigns.com #68,,,7.65,"ai_overview, organic, local_pack, related_searches, images"
decks decks,210,23,9.869999885559082,0.12999999523162842,informational,1,27,battlefielddecks.com,https://battlefielddecks.com/decks/chantilly/,battlefielddecks.com #27,,,7.5,"local_pack, organic, video, people_also_ask, images, popular_products, related_searches"
coastal outdoor living,210,4,4.820000171661377,0.6800000071525574,informational,2,27,coreoutdoor.com,https://www.coreoutdoor.com/,coreoutdoor.com #27; stoneridgeoutdoor.com #33,,,7.5,"organic, local_pack, related_searches, popular_products, images"
semi transparent vs solid deck stain,210,0,0.6800000071525574,0.4699999988079071,informational,1,27,deckguru.com,https://deckguru.com/blog/different-types-of-deck-stains/,deckguru.com #27,,,7.5,"ai_overview, organic, video, people_also_ask, discussions_and_forums, images, related_searches"
how much to build a patio,210,3,5.369999885559082,0.699999988079071,informational,1,27,deckscapesofva.com,https://deckscapesofva.com/blog/patio-cost-northern-va,deckscapesofva.com #27,,,7.5,"ai_overview, organic, people_also_ask, discussions_and_forums, perspectives, related_searches"
roofers northern va,210,27,21.18000030517578,0.2800000011920929,commercial,1,27,noverraexteriors.com,https://noverraexteriors.com/,noverraexteriors.com #27,,,7.5,"local_pack, organic, people_also_search, related_searches"
community building services,90,1,,0.009999999776482582,commercial,1,11,commconstruct.com,https://commconstruct.com/contact-us,commconstruct.com #11,,,7.5,"organic, local_pack, people_also_ask, related_searches"
underside of deck,90,0,1.8600000143051147,0.05999999865889549,informational,2,11,coreoutdoor.com,https://www.coreoutdoor.com/most-popular/2024/01/5-best-ways-to-finish-the-underside-of-decks-porches/,coreoutdoor.com #11; deckscapesofva.com #13,,,7.5,"images, people_also_ask, organic, video, related_searches"
wooden deck foundation,90,0,0.2199999988079071,0.8199999928474426,transactional,1,11,deckguru.com,https://deckguru.com/blog/best-types-of-deck-footings-for-your-home/,deckguru.com #11,,,7.5,"images, people_also_ask, popular_products, video, organic, discussions_and_forums, related_searches"
indoor outdoor pool house,90,0,1.1800000667572021,0.23999999463558197,transactional,1,11,deckscapesofva.com,https://deckscapesofva.com/blog/year-round-pool-houses-northern-virginia,deckscapesofva.com #11,,,7.5,"images, organic, video, people_also_ask, related_searches"
refinish driveway,90,0,5.269999980926514,0.8500000238418579,commercial,1,11,fairfaxcontractor.com,https://fairfaxcontractor.com/refinishing-a-concrete-driveway-without-replacement/,fairfaxcontractor.com #11,,,7.5,"ai_overview, video, people_also_ask, organic, discussions_and_forums, perspectives, images, short_videos, local_pack, related_searches"
window installation in brick wall,90,0,6.46999979019165,0.15000000596046448,informational,1,11,fairfaxcontractor.com,https://fairfaxcontractor.com/fairfax-contractor-can-cut-brick-wall-install-window/,fairfaxcontractor.com #11,,,7.5,"ai_overview, video, organic, people_also_ask, short_videos, images, related_searches"
fireplace on wood deck,90,0,0.9900000095367432,0.9900000095367432,informational,1,11,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/blog/2021/03/11/how-to-safely-use-a-fire-pit-on-your-wood-or-composite-deck/,fenceanddeckconnection.com #11,,,7.5,"ai_overview, images, people_also_ask, organic, discussions_and_forums, popular_products, video, related_searches"
wind blocking fence,90,0,2.119999885559082,1,transactional,1,11,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/blog/2024/01/10/best-fencing-options-for-high-winds/,fenceanddeckconnection.com #11,,,7.5,"organic, people_also_ask, popular_products, discussions_and_forums, video, images, related_searches"
